Gender,Rating Value,mainaccord1,mainaccord2,mainaccord3
women,3.83,rose,amber,smoky
women,3.83,musky,woody,lavender
women,3.83,aromatic,green,citrus
women,3.83,white floral,vanilla,citrus
men,3.83,aromatic,green,woody
men,3.83,warm spicy,amber,leather
men,3.83,citrus,woody,aromatic
unisex,3.83,amber,balsamic,woody
women,3.83,woody,floral,earthy
unisex,3.83,citrus,aromatic,green
unisex,3.83,warm spicy,cacao,woody
unisex,3.83,citrus,green,aromatic
men,3.83,citrus,sweet,ozonic
men,3.83,woody,amber,ozonic
unisex,3.83,floral,powdery,fresh
unisex,3.83,woody,aromatic,citrus
unisex,3.83,marine,aromatic,aquatic
women,3.83,rose,musky,fruity
women,3.83,fruity,woody,rose
unisex,3.83,amber,fresh spicy,vanilla
women,3.83,citrus,white floral,warm spicy
unisex,3.83,musky,powdery,rose
women,3.83,floral,citrus,fresh
unisex,3.83,powdery,sweet,musky
women,3.83,patchouli,woody,citrus
women,3.83,fruity,fresh,white floral
women,3.83,woody,aldehydic,musky
women,3.83,tropical,fruity,white floral
unisex,3.83,aromatic,fresh spicy,marine
unisex,3.83,rose,fresh spicy,fruity
women,3.83,powdery,fruity,floral
women,3.83,warm spicy,vanilla,powdery
women,3.83,rose,musky,powdery
men,3.83,citrus,aromatic,woody
unisex,3.83,floral,musky,fresh
women,3.83,fruity,sweet,woody
men,3.83,citrus,vanilla,aromatic
unisex,3.83,white floral,sweet,yellow floral
men,3.83,fruity,woody,citrus
women,3.83,powdery,floral,rose
women,3.83,white floral,fruity,tuberose
women,3.83,aldehydic,woody,yellow floral
women,3.83,fruity,vanilla,sweet
women,3.83,fruity,sweet,powdery
men,3.83,woody,fresh spicy,aromatic
men,3.83,aromatic,woody,green
unisex,3.83,green,aromatic,fresh spicy
unisex,3.83,woody,leather,warm spicy
women,3.83,citrus,white floral,musky
women,3.83,fruity,powdery,sweet
men,3.83,aromatic,green,citrus
women,3.83,aromatic,woody,powdery
women,3.83,fruity,sweet,woody
unisex,3.83,lavender,amber,woody
women,3.83,fruity,soft spicy,aromatic
men,3.83,woody,citrus,patchouli
women,3.83,aquatic,fresh,white floral
unisex,3.83,woody,amber,warm spicy
unisex,3.83,citrus,fresh,green
men,3.83,warm spicy,rose,woody
women,3.83,rose,fresh spicy,floral
women,3.83,sweet,amber,fruity
unisex,3.83,warm spicy,fresh spicy,aromatic
women,3.83,floral,vanilla,rose
women,3.83,citrus,fruity,white floral
unisex,3.83,sweet,aromatic,woody
women,3.83,fresh,floral,white floral
women,3.83,citrus,white floral,fresh
unisex,3.83,woody,aromatic,citrus
women,3.83,citrus,aromatic,marine
women,3.83,fruity,sweet,white floral
unisex,3.83,woody,cherry,amber
unisex,3.83,woody,powdery,citrus
unisex,3.83,sweet,fruity,powdery
men,3.83,aromatic,woody,earthy
men,3.83,citrus,aromatic,fresh spicy
women,3.83,citrus,aromatic,woody
unisex,3.83,citrus,green,woody
women,3.83,woody,aromatic,fruity
women,3.83,musky,powdery,vanilla
women,3.83,rose,woody,earthy
women,3.83,earthy,floral,mossy
unisex,3.83,woody,powdery,warm spicy
unisex,3.83,citrus,fresh spicy,aromatic
women,3.83,citrus,vanilla,rose
women,3.83,fruity,sweet,rose
unisex,3.83,green,aromatic,fresh spicy
women,3.83,rose,warm spicy,oud
unisex,3.83,yellow floral,amber,musky
unisex,3.83,marine,sand,aquatic
women,3.83,citrus,woody,floral
women,3.83,fruity,citrus,floral
women,3.83,amber,iris,citrus
unisex,3.83,honey,woody,sweet
unisex,3.83,amber,fruity,sweet
unisex,3.83,woody,powdery,green
unisex,3.83,sweet,rose,woody
women,3.83,white floral,woody,honey
women,3.83,floral,fruity,citrus
unisex,3.83,fruity,rose,floral
unisex,3.83,sweet,fruity,coconut
unisex,3.83,woody,lavender,amber
unisex,3.83,woody,sweet,leather
women,3.83,woody,powdery,floral
unisex,3.83,floral,sweet,green
women,3.83,white floral,yellow floral,aromatic
unisex,3.83,citrus,fresh spicy,white floral
women,3.83,white floral,floral,powdery
men,3.83,citrus,aromatic,fresh spicy
men,3.83,woody,aquatic,fresh
unisex,3.83,woody,aromatic,conifer
women,3.83,powdery,musky,iris
women,3.83,white floral,powdery,vanilla
women,3.83,rose,fruity,woody
men,3.83,warm spicy,woody,whiskey
women,3.83,sweet,white floral,floral
women,3.83,woody,floral,powdery
unisex,3.83,citrus,fruity,sweet
unisex,3.83,floral,fresh,fruity
men,3.83,warm spicy,cacao,fresh spicy
women,3.83,woody,floral,musky
women,3.83,white floral,fruity,sweet
men,3.83,aromatic,woody,lavender
unisex,3.83,citrus,aromatic,fresh spicy
unisex,3.83,fruity,floral,rose
women,3.83,rose,vanilla,balsamic
unisex,3.83,tobacco,rose,woody
women,3.83,rose,white floral,floral
men,3.83,warm spicy,amber,woody
unisex,3.83,amber,sweet,citrus
women,3.83,musky,powdery,amber
women,3.83,woody,sweet,citrus
women,3.83,white floral,green,fruity
men,3.83,fresh spicy,woody,citrus
women,3.83,citrus,vanilla,powdery
women,3.83,powdery,woody,amber
unisex,3.83,fruity,sweet,floral
women,3.83,vanilla,woody,powdery
women,3.83,fresh spicy,woody,warm spicy
unisex,3.83,aromatic,fresh spicy,citrus
unisex,3.83,floral,white floral,yellow floral
unisex,3.83,white floral,floral,musky
women,3.83,aromatic,citrus,woody
women,3.83,white floral,floral,lactonic
women,3.83,citrus,white floral,fresh
men,3.83,warm spicy,fresh spicy,fruity
women,3.83,warm spicy,vanilla,amber
women,3.83,powdery,floral,sweet
women,3.83,citrus,floral,tropical
unisex,3.83,leather,woody,cannabis
women,3.83,fruity,floral,sweet
women,3.83,woody,fruity,sweet
unisex,3.83,woody,earthy,patchouli
unisex,3.83,woody,aromatic,warm spicy
unisex,3.83,white floral,tuberose,floral
women,3.83,fruity,fresh,rose
unisex,3.84,white floral,citrus,woody
unisex,3.84,fruity,fresh spicy,aromatic
women,3.84,rose,woody,vanilla
women,3.84,white floral,citrus,amber
men,3.84,aromatic,vanilla,citrus
women,3.84,sweet,fruity,tropical
women,3.84,white floral,musky,floral
women,3.84,floral,woody,citrus
women,3.84,woody,vanilla,powdery
women,3.84,sweet,fruity,lactonic
women,3.84,violet,powdery,floral
women,3.84,white floral,woody,sweet
women,3.84,fruity,sweet,floral
women,3.84,fresh,fruity,citrus
women,3.84,floral,green,white floral
women,3.84,floral,sweet,fruity
unisex,3.84,fresh spicy,citrus,woody
unisex,3.84,woody,fresh spicy,fruity
unisex,3.84,amber,woody,warm spicy
women,3.84,fruity,vanilla,sweet
women,3.84,fruity,musky,rose
women,3.84,aromatic,green,amber
women,3.84,citrus,floral,salty
women,3.84,white floral,fruity,sweet
women,3.84,citrus,fruity,woody
women,3.84,rose,fruity,woody
unisex,3.84,fruity,green,tropical
unisex,3.84,citrus,aromatic,woody
unisex,3.84,fruity,leather,floral
unisex,3.84,musky,amber,aromatic
women,3.84,white floral,green,floral
women,3.84,citrus,powdery,violet
unisex,3.84,aromatic,citrus,woody
women,3.84,floral,white floral,ozonic
men,3.84,citrus,aromatic,fresh spicy
women,3.84,floral,fresh,citrus
women,3.84,fruity,aquatic,fresh
men,3.84,aromatic,fruity,herbal
women,3.84,woody,citrus,sweet
women,3.84,white floral,fruity,musky
women,3.84,sweet,almond,cherry
women,3.84,citrus,white floral,fresh
unisex,3.84,fruity,warm spicy,amber
unisex,3.84,white floral,amber,woody
women,3.84,green,fresh,fruity
women,3.84,white floral,fruity,powdery
women,3.84,white floral,citrus,sweet
women,3.84,vanilla,powdery,rose
unisex,3.84,warm spicy,cinnamon,rose
women,3.84,citrus,woody,fresh
women,3.84,fruity,white floral,vanilla
women,3.84,fruity,sweet,fresh
women,3.84,floral,white floral,ozonic
women,3.84,ozonic,aquatic,green
women,3.84,white floral,sweet,powdery
unisex,3.84,lactonic,citrus,floral
unisex,3.84,warm spicy,rose,amber
unisex,3.84,floral,sweet,fresh
unisex,3.84,violet,powdery,vanilla
women,3.84,white floral,fresh,floral
women,3.84,fruity,woody,rose
women,3.84,musky,rose,fruity
women,3.84,fruity,sweet,soft spicy
unisex,3.84,tropical,fruity,sweet
unisex,3.84,mineral,ozonic,metallic
men,3.84,citrus,aromatic,white floral
unisex,3.84,coconut,sweet,vanilla
unisex,3.84,citrus,fresh,sweet
women,3.84,woody,powdery,yellow floral
women,3.84,cherry,green,floral
men,3.84,citrus,woody,aromatic
women,3.84,sweet,vanilla,fruity
men,3.84,woody,aromatic,citrus
women,3.84,aquatic,floral,fresh
men,3.84,woody,warm spicy,cacao
unisex,3.84,aromatic,fresh spicy,woody
women,3.84,aquatic,fresh,floral
women,3.84,powdery,musky,citrus
women,3.84,aromatic,salty,vanilla
unisex,3.84,woody,aromatic,fresh spicy
unisex,3.84,aromatic,woody,citrus
women,3.84,vanilla,powdery,woody
unisex,3.84,lavender,amber,citrus
unisex,3.84,musky,powdery,woody
men,3.84,woody,warm spicy,vanilla
unisex,3.84,fruity,rose,powdery
unisex,3.84,leather,woody,smoky
unisex,3.84,woody,musky,animalic
women,3.84,woody,rose,oud
women,3.84,woody,rose,fruity
women,3.84,floral,fruity,fresh
women,3.84,floral,sweet,soft spicy
unisex,3.84,warm spicy,woody,oud
women,3.84,powdery,white floral,vanilla
men,3.84,fresh spicy,woody,warm spicy
women,3.84,fruity,fresh,floral
women,3.84,almond,fruity,nutty
unisex,3.84,citrus,aromatic,leather
women,3.84,amber,white floral,woody
women,3.84,fruity,rose,sweet
unisex,3.84,aromatic,marine,amber
women,3.84,fresh spicy,woody,aromatic
unisex,3.84,fruity,musky,sweet
women,3.84,citrus,woody,powdery
men,3.84,aromatic,woody,fresh spicy
women,3.84,woody,warm spicy,fruity
women,3.84,citrus,white floral,
women,3.84,sweet,floral,fruity
women,3.84,fruity,warm spicy,sweet
women,3.84,caramel,sweet,fruity
women,3.84,citrus,sweet,fresh
unisex,3.84,aromatic,fresh spicy,woody
unisex,3.84,oud,fresh spicy,sweet
men,3.84,woody,aromatic,fresh spicy
women,3.84,woody,iris,earthy
men,3.84,fresh,aromatic,aquatic
men,3.84,fresh spicy,woody,aromatic
unisex,3.84,floral,citrus,fruity
unisex,3.84,floral,woody,citrus
women,3.84,amber,powdery,rose
women,3.84,tropical,vanilla,fruity
women,3.84,citrus,vanilla,amber
women,3.84,aromatic,warm spicy,fresh spicy
men,3.84,woody,amber,warm spicy
unisex,3.84,woody,powdery,musky
women,3.84,vanilla,powdery,sweet
women,3.84,rose,citrus,musky
women,3.84,floral,rose,fruity
unisex,3.84,citrus,amber,fresh spicy
unisex,3.84,leather,animalic,warm spicy
unisex,3.84,rose,woody,oud
unisex,3.84,rose,amber,floral
women,3.84,floral,rose,citrus
unisex,3.84,amber,warm spicy,rose
women,3.84,fresh,floral,fruity
women,3.84,white floral,floral,citrus
women,3.84,fruity,floral,amber
women,3.84,white floral,woody,amber
unisex,3.84,oud,citrus,woody
unisex,3.84,white floral,sweet,fruity
unisex,3.84,woody,white floral,tobacco
men,3.84,citrus,woody,aromatic
women,3.84,fruity,sweet,musky
women,3.84,floral,vanilla,fresh
men,3.84,fresh spicy,citrus,warm spicy
men,3.84,warm spicy,woody,citrus
women,3.84,fruity,sweet,vanilla
women,3.84,citrus,musky,sweet
women,3.84,white floral,floral,citrus
women,3.84,iris,musky,floral
unisex,3.84,warm spicy,woody,powdery
unisex,3.84,floral,aquatic,powdery
women,3.84,citrus,sweet,fruity
women,3.84,musky,powdery,patchouli
women,3.84,citrus,aromatic,fresh spicy
women,3.84,sweet,fruity,caramel
men,3.84,aromatic,woody,wine
women,3.84,fruity,floral,green
women,3.84,fruity,floral,aquatic
women,3.84,powdery,musky,yellow floral
men,3.84,aromatic,marine,fresh spicy
women,3.84,aquatic,floral,marine
women,3.84,white floral,citrus,musky
men,3.84,aromatic,lavender,woody
women,3.84,floral,woody,citrus
unisex,3.84,citrus,white floral,fresh spicy
women,3.84,warm spicy,violet,cinnamon
women,3.84,floral,white floral,woody
women,3.84,fruity,citrus,sweet
women,3.84,powdery,floral,white floral
men,3.84,aromatic,fresh spicy,citrus
women,3.84,floral,rose,fruity
women,3.84,fruity,floral,white floral
men,3.84,aquatic,fresh,citrus
women,3.84,white floral,fruity,vanilla
men,3.84,fresh spicy,green,leather
women,3.84,aquatic,citrus,fresh
men,3.84,fresh spicy,aromatic,citrus
unisex,3.84,woody,fruity,sweet
unisex,3.84,amber,aromatic,fresh spicy
men,3.84,woody,aromatic,green
unisex,3.84,citrus,aromatic,fresh spicy
women,3.84,white floral,floral,citrus
women,3.84,fruity,sweet,tropical
women,3.84,floral,citrus,aquatic
men,3.84,warm spicy,woody,aromatic
women,3.84,citrus,floral,woody
unisex,3.84,amber,vanilla,woody
men,3.84,aquatic,floral,fresh
unisex,3.84,woody,aromatic,fresh spicy
men,3.84,aromatic,woody,fresh spicy
unisex,3.84,amber,balsamic,warm spicy
women,3.84,floral,white floral,woody
women,3.84,fruity,sweet,woody
men,3.84,citrus,woody,warm spicy
women,3.84,citrus,musky,fresh
unisex,3.84,green,leather,aquatic
women,3.84,white floral,rose,floral
unisex,3.84,floral,fruity,fresh
women,3.84,rose,powdery,floral
unisex,3.84,citrus,white floral,aromatic
unisex,3.84,aromatic,woody,fresh spicy
unisex,3.84,woody,lactonic,musky
men,3.84,amber,fresh spicy,aromatic
women,3.84,white floral,citrus,sweet
unisex,3.84,vanilla,coffee,warm spicy
women,3.84,vanilla,powdery,floral
women,3.84,floral,fresh,fruity
women,3.84,floral,citrus,aquatic
men,3.84,fresh spicy,aromatic,warm spicy
women,3.84,citrus,aromatic,woody
men,3.84,woody,amber,aromatic
women,3.84,green,fresh,aquatic
women,3.84,white floral,fruity,sweet
women,3.84,aromatic,citrus,fresh spicy
women,3.84,vanilla,powdery,woody
women,3.84,sweet,warm spicy,fruity
women,3.84,white floral,fruity,floral
women,3.84,fruity,citrus,fresh
women,3.84,powdery,musky,woody
women,3.84,powdery,musky,vanilla
women,3.84,amber,warm spicy,balsamic
unisex,3.84,woody,aromatic,citrus
women,3.84,citrus,woody,fruity
women,3.84,citrus,white floral,aquatic
women,3.84,tropical,floral,lactonic
men,3.84,citrus,woody,aromatic
men,3.84,woody,aromatic,fresh spicy
men,3.84,fresh spicy,woody,aromatic
women,3.84,sweet,rose,fruity
women,3.84,vanilla,sweet,coconut
women,3.84,rose,musky,powdery
women,3.84,floral,fresh,fruity
unisex,3.84,woody,amber,musky
women,3.84,citrus,woody,fresh
men,3.84,woody,citrus,warm spicy
women,3.84,floral,white floral,powdery
women,3.84,fruity,woody,amber
unisex,3.84,woody,powdery,warm spicy
unisex,3.84,citrus,aromatic,fresh spicy
men,3.84,aromatic,citrus,fresh spicy
men,3.84,aromatic,fresh spicy,green
women,3.84,musky,powdery,rose
unisex,3.84,aldehydic,musky,powdery
women,3.84,powdery,violet,fruity
men,3.84,woody,mossy,earthy
women,3.84,marine,aquatic,floral
men,3.84,floral,sweet,tobacco
women,3.84,white floral,citrus,aquatic
unisex,3.84,amber,fruity,floral
unisex,3.84,woody,patchouli,powdery
unisex,3.84,amber,warm spicy,powdery
women,3.84,vanilla,powdery,white floral
women,3.84,marine,floral,aquatic
unisex,3.84,woody,citrus,powdery
unisex,3.84,citrus,fresh,musky
women,3.84,floral,citrus,woody
women,3.84,citrus,white floral,sweet
women,3.84,powdery,musky,floral
women,3.84,floral,fruity,sweet
women,3.84,amber,tropical,patchouli
women,3.84,fruity,citrus,floral
men,3.84,fruity,citrus,fresh spicy
men,3.84,aromatic,warm spicy,lavender
men,3.84,aromatic,fresh spicy,woody
unisex,3.84,vanilla,almond,powdery
unisex,3.84,aromatic,green,citrus
women,3.84,fruity,sweet,powdery
unisex,3.84,white floral,green,floral
women,3.84,vanilla,woody,powdery
men,3.84,amber,aromatic,fruity
unisex,3.84,citrus,woody,aromatic
men,3.84,citrus,aromatic,fresh spicy
women,3.84,vanilla,amber,powdery
women,3.84,powdery,musky,almond
unisex,3.84,woody,floral,fruity
men,3.84,green,aquatic,fresh
unisex,3.84,white floral,citrus,musky
women,3.84,floral,citrus,musky
women,3.84,powdery,sweet,musky
women,3.84,musky,amber,fresh spicy
women,3.84,floral,fresh,rose
women,3.84,floral,musky,sweet
women,3.84,white floral,floral,woody
men,3.84,aromatic,fresh spicy,warm spicy
women,3.84,aquatic,citrus,floral
men,3.84,woody,powdery,citrus
women,3.84,citrus,woody,patchouli
men,3.84,aromatic,fresh spicy,citrus
men,3.84,fruity,woody,fresh
women,3.84,vanilla,powdery,white floral
unisex,3.84,vanilla,coconut,sweet
men,3.84,aromatic,herbal,woody
men,3.84,citrus,marine,aromatic
men,3.84,woody,warm spicy,aromatic
men,3.84,fruity,woody,aromatic
women,3.84,white floral,citrus,musky
unisex,3.84,sweet,almond,citrus
unisex,3.84,citrus,aromatic,green
men,3.84,warm spicy,aromatic,woody
unisex,3.84,white floral,yellow floral,aromatic
women,3.84,nutty,woody,sweet
women,3.84,floral,aquatic,amber
women,3.84,rose,floral,aquatic
women,3.84,white floral,citrus,fresh
women,3.84,powdery,woody,white floral
women,3.84,sweet,fruity,floral
men,3.84,green,warm spicy,aromatic
women,3.84,woody,powdery,animalic
women,3.84,white floral,citrus,woody
unisex,3.84,leather,white floral,woody
women,3.84,citrus,floral,musky
unisex,3.84,lactonic,tropical,fresh
men,3.84,woody,patchouli,amber
women,3.84,warm spicy,cinnamon,fruity
women,3.84,rose,floral,vanilla
women,3.84,white floral,woody,tuberose
women,3.84,citrus,aromatic,floral
unisex,3.84,woody,warm spicy,powdery
women,3.84,fresh spicy,lavender,vanilla
women,3.84,vanilla,powdery,sweet
women,3.84,vanilla,sweet,powdery
unisex,3.84,woody,lactonic,sweet
men,3.84,woody,fruity,warm spicy
men,3.84,white floral,aromatic,citrus
men,3.85,fruity,fresh spicy,aromatic
men,3.85,woody,vanilla,citrus
women,3.85,woody,floral,fruity
men,3.85,woody,powdery,white floral
men,3.85,woody,warm spicy,fruity
women,3.85,sweet,fruity,fresh
women,3.85,amber,woody,aldehydic
unisex,3.85,floral,fresh,aquatic
men,3.85,aromatic,fresh spicy,warm spicy
men,3.85,fresh,aromatic,green
women,3.85,rose,fruity,sweet
women,3.85,woody,warm spicy,powdery
women,3.85,citrus,fresh,green
women,3.85,woody,citrus,aromatic
women,3.85,fruity,sweet,caramel
women,3.85,white floral,citrus,woody
men,3.85,fresh spicy,aromatic,coconut
men,3.85,citrus,ozonic,fresh spicy
women,3.85,fruity,floral,woody
unisex,3.85,floral,powdery,ozonic
men,3.85,aquatic,aromatic,fresh
men,3.85,warm spicy,aromatic,woody
men,3.85,mineral,aromatic,amber
men,3.85,warm spicy,woody,amber
unisex,3.85,lactonic,vanilla,sweet
unisex,3.85,aromatic,amber,aldehydic
unisex,3.85,fruity,sweet,woody
unisex,3.85,aromatic,fresh spicy,citrus
unisex,3.85,white floral,sweet,tuberose
women,3.85,fruity,sweet,vanilla
men,3.85,aromatic,green,woody
men,3.85,aromatic,woody,lavender
women,3.85,woody,citrus,sweet
women,3.85,citrus,powdery,white floral
unisex,3.85,powdery,woody,musky
unisex,3.85,white floral,aldehydic,citrus
women,3.85,floral,fresh,fruity
unisex,3.85,warm spicy,sweet,fruity
unisex,3.85,woody,powdery,musky
men,3.85,citrus,aromatic,fresh spicy
women,3.85,floral,fresh,musky
men,3.85,woody,fresh spicy,aromatic
men,3.85,woody,fresh spicy,warm spicy
women,3.85,fruity,citrus,sweet
unisex,3.85,citrus,lavender,musky
unisex,3.85,citrus,green,aromatic
men,3.85,woody,aromatic,citrus
women,3.85,floral,white floral,yellow floral
women,3.85,fruity,citrus,floral
women,3.85,floral,fresh,fruity
women,3.85,green,ozonic,aquatic
women,3.85,fresh,floral,citrus
women,3.85,white floral,citrus,coconut
unisex,3.85,floral,fruity,citrus
unisex,3.85,green,aromatic,cannabis
men,3.85,musky,white floral,amber
unisex,3.85,warm spicy,aromatic,fresh spicy
women,3.85,white floral,powdery,fresh
men,3.85,woody,warm spicy,amber
women,3.85,fruity,woody,sweet
women,3.85,fruity,floral,rose
women,3.85,citrus,rose,powdery
women,3.85,woody,fresh,floral
women,3.85,floral,rose,musky
women,3.85,floral,powdery,sweet
women,3.85,fruity,floral,fresh
women,3.85,rose,floral,musky
women,3.85,floral,coconut,fruity
women,3.85,warm spicy,floral,soft spicy
men,3.85,woody,fresh spicy,aromatic
women,3.85,white floral,citrus,
women,3.85,fresh,aquatic,violet
unisex,3.85,vanilla,woody,powdery
men,3.85,woody,citrus,aromatic
women,3.85,white floral,fruity,citrus
men,3.85,aromatic,fresh spicy,green
men,3.85,aromatic,woody,green
women,3.85,fruity,white floral,woody
women,3.85,fruity,rose,sweet
women,3.85,honey,sweet,white floral
unisex,3.85,sweet,vanilla,oud
men,3.85,aromatic,sweet,tropical
women,3.85,citrus,floral,green
women,3.85,sweet,fruity,vanilla
women,3.85,white floral,sweet,vanilla
women,3.85,floral,fresh,fruity
unisex,3.85,rose,fresh spicy,oud
women,3.85,white floral,amber,sweet
unisex,3.85,musky,aromatic,warm spicy
women,3.85,powdery,woody,musky
women,3.85,sweet,cherry,musky
women,3.85,white floral,floral,citrus
women,3.85,white floral,tuberose,sweet
unisex,3.85,vanilla,aromatic,leather
unisex,3.85,rose,oud,floral
unisex,3.85,citrus,vanilla,aromatic
unisex,3.85,oud,woody,rose
women,3.85,fruity,sweet,woody
women,3.85,floral,rose,fresh
women,3.85,vanilla,amber,sweet
women,3.85,fruity,sweet,floral
unisex,3.85,aromatic,fresh spicy,green
unisex,3.85,citrus,woody,leather
unisex,3.85,woody,patchouli,leather
unisex,3.85,fruity,sweet,oud
unisex,3.85,woody,aromatic,fresh spicy
men,3.85,woody,citrus,fresh spicy
women,3.85,sweet,fruity,rose
unisex,3.85,floral,mossy,earthy
unisex,3.85,sweet,warm spicy,vanilla
men,3.85,aromatic,fresh spicy,woody
women,3.85,vanilla,salty,white floral
unisex,3.85,rose,aromatic,oud
women,3.85,floral,fruity,sweet
women,3.85,powdery,floral,violet
women,3.85,white floral,citrus,sweet
men,3.85,woody,aromatic,fresh spicy
women,3.85,fruity,powdery,woody
men,3.85,lavender,woody,patchouli
women,3.85,woody,floral,powdery
women,3.85,white floral,woody,sweet
women,3.85,floral,amber,white floral
women,3.85,vanilla,powdery,floral
men,3.85,aromatic,fresh spicy,woody
men,3.85,warm spicy,fresh spicy,aromatic
unisex,3.85,fruity,sweet,woody
men,3.85,sweet,warm spicy,aromatic
unisex,3.85,aromatic,lavender,citrus
women,3.85,powdery,woody,musky
men,3.85,citrus,white floral,woody
women,3.85,citrus,floral,musky
women,3.85,citrus,white floral,floral
men,3.85,woody,fruity,aromatic
unisex,3.85,floral,sweet,vanilla
unisex,3.85,sweet,lactonic,almond
unisex,3.85,citrus,musky,vanilla
women,3.85,woody,rose,patchouli
women,3.85,fruity,coffee,white floral
men,3.85,aromatic,citrus,fresh spicy
women,3.85,sweet,cherry,vanilla
women,3.85,citrus,woody,aromatic
unisex,3.85,woody,warm spicy,amber
women,3.85,vanilla,cinnamon,powdery
women,3.85,vanilla,sweet,citrus
women,3.85,fruity,vanilla,sweet
unisex,3.85,warm spicy,aromatic,tropical
unisex,3.85,aromatic,woody,leather
women,3.85,powdery,musky,amber
men,3.85,woody,aquatic,patchouli
men,3.85,vinyl,aromatic,vanilla
women,3.85,fruity,sweet,woody
women,3.85,white floral,sweet,fruity
unisex,3.85,leather,smoky,fresh spicy
men,3.85,aromatic,fresh spicy,citrus
men,3.85,citrus,fruity,fresh spicy
women,3.85,vanilla,fruity,sweet
women,3.85,amber,fruity,sweet
women,3.85,floral,oud,rose
men,3.85,citrus,marine,aromatic
women,3.85,white floral,citrus,woody
women,3.85,woody,powdery,warm spicy
women,3.85,citrus,woody,floral
women,3.85,floral,violet,powdery
men,3.85,fresh spicy,woody,citrus
women,3.85,sweet,vanilla,lactonic
men,3.85,marine,floral,aromatic
men,3.85,citrus,woody,warm spicy
women,3.85,floral,white floral,green
unisex,3.85,citrus,green,aromatic
women,3.85,fruity,floral,sweet
unisex,3.85,leather,amber,warm spicy
men,3.85,aromatic,fresh spicy,citrus
women,3.85,sweet,fruity,citrus
unisex,3.85,floral,fruity,patchouli
men,3.85,aromatic,woody,soft spicy
unisex,3.85,woody,amber,warm spicy
women,3.85,fruity,sweet,woody
women,3.85,floral,fruity,sweet
men,3.85,ozonic,aromatic,fresh spicy
women,3.85,lavender,aromatic,woody
women,3.85,white floral,citrus,aromatic
men,3.85,woody,aromatic,fresh spicy
unisex,3.85,citrus,aromatic,fresh spicy
unisex,3.85,rose,aromatic,floral
unisex,3.85,floral,green,musky
unisex,3.85,warm spicy,woody,amber
unisex,3.85,green,fresh spicy,aromatic
women,3.85,fruity,sweet,woody
unisex,3.85,rose,floral,white floral
unisex,3.85,sweet,cherry,fruity
women,3.85,floral,citrus,powdery
women,3.85,vanilla,woody,citrus
women,3.85,floral,powdery,fresh
women,3.85,floral,nutty,citrus
men,3.85,powdery,green,woody
women,3.85,citrus,fruity,woody
unisex,3.85,musky,powdery,woody
men,3.85,woody,warm spicy,fresh spicy
women,3.85,floral,citrus,yellow floral
women,3.85,citrus,white floral,woody
men,3.85,sweet,cinnamon,amber
women,3.85,sweet,floral,white floral
men,3.85,amber,fruity,citrus
women,3.85,fruity,citrus,fresh
women,3.85,fruity,sweet,fresh
women,3.85,floral,fruity,sweet
women,3.85,sweet,fruity,caramel
unisex,3.85,citrus,fresh spicy,aromatic
women,3.85,fruity,sweet,vanilla
unisex,3.85,citrus,woody,aromatic
men,3.85,woody,amber,citrus
unisex,3.85,citrus,amber,floral
women,3.85,woody,floral,powdery
men,3.85,woody,aromatic,fresh spicy
women,3.85,floral,amber,fruity
women,3.85,fruity,floral,sweet
women,3.85,floral,fresh,citrus
women,3.85,fruity,white floral,powdery
men,3.85,green,aromatic,fresh spicy
unisex,3.85,warm spicy,woody,tuberose
women,3.85,rose,floral,fresh
women,3.85,woody,citrus,sweet
men,3.85,aromatic,woody,fresh spicy
men,3.85,fruity,woody,mossy
unisex,3.85,honey,white floral,sweet
unisex,3.85,warm spicy,amber,woody
unisex,3.85,citrus,floral,marine
unisex,3.85,floral,green,musky
unisex,3.85,warm spicy,oud,woody
men,3.85,green,citrus,aromatic
women,3.85,white floral,vanilla,sweet
women,3.85,sweet,vanilla,cherry
women,3.85,floral,herbal,rose
unisex,3.85,warm spicy,coconut,woody
women,3.85,sweet,vanilla,fruity
women,3.85,green,balsamic,white floral
men,3.85,fruity,green,aromatic
women,3.85,vanilla,powdery,
unisex,3.85,vanilla,sweet,caramel
unisex,3.85,woody,amber,citrus
unisex,3.85,leather,iris,powdery
women,3.85,musky,powdery,woody
women,3.85,vanilla,sweet,fruity
women,3.85,vanilla,sweet,powdery
unisex,3.85,fruity,woody,sweet
men,3.85,fresh spicy,aromatic,citrus
women,3.85,floral,powdery,violet
men,3.85,amber,fresh spicy,warm spicy
women,3.85,white floral,rose,green
men,3.85,citrus,aromatic,fresh spicy
women,3.85,floral,fruity,citrus
women,3.85,woody,green,citrus
women,3.85,white floral,fruity,woody
women,3.85,fruity,vanilla,sweet
men,3.85,green,woody,powdery
women,3.85,white floral,citrus,sweet
women,3.85,citrus,aromatic,woody
women,3.85,floral,powdery,violet
unisex,3.85,citrus,aromatic,woody
women,3.85,floral,lactonic,vanilla
women,3.85,vanilla,white floral,aromatic
unisex,3.85,green,woody,amber
women,3.85,fruity,sweet,fresh
women,3.85,white floral,woody,rose
women,3.85,rose,floral,fruity
women,3.85,white floral,tuberose,green
women,3.85,floral,fresh,powdery
unisex,3.85,leather,amber,warm spicy
men,3.85,patchouli,warm spicy,aromatic
men,3.85,amber,citrus,fresh spicy
unisex,3.85,vanilla,sweet,caramel
