Gender,Rating Value,mainaccord1,mainaccord2,mainaccord3
men,4.17,aromatic,fresh spicy,woody
women,4.17,leather,earthy,mossy
women,4.17,leather,warm spicy,fruity
men,4.17,tropical,fruity,earthy
unisex,4.17,musky,amber,leather
unisex,4.17,woody,vanilla,floral
women,4.17,green,fruity,fresh
men,4.17,amber,woody,fresh spicy
unisex,4.17,citrus,aromatic,fresh spicy
women,4.17,aromatic,vanilla,powdery
women,4.17,powdery,vanilla,citrus
unisex,4.17,oud,warm spicy,vanilla
women,4.17,citrus,white floral,sweet
unisex,4.17,aromatic,musky,fresh spicy
women,4.17,citrus,sweet,floral
women,4.17,warm spicy,amber,floral
unisex,4.17,warm spicy,aromatic,herbal
women,4.17,floral,fresh spicy,aromatic
unisex,4.17,woody,earthy,iris
men,4.17,woody,earthy,amber
men,4.17,citrus,aromatic,musky
unisex,4.17,citrus,green,fresh spicy
unisex,4.17,warm spicy,amber,rose
men,4.17,woody,green,aromatic
men,4.17,woody,aromatic,lavender
women,4.17,amber,white floral,rose
unisex,4.17,smoky,amber,woody
men,4.17,woody,citrus,powdery
men,4.17,fruity,woody,aromatic
unisex,4.17,fruity,sweet,vanilla
men,4.17,woody,aromatic,rose
men,4.17,aromatic,woody,fresh spicy
women,4.17,sweet,rose,white floral
unisex,4.17,woody,aromatic,fresh spicy
women,4.17,tropical,fruity,sweet
unisex,4.17,tropical,fruity,sweet
men,4.17,citrus,woody,fresh spicy
men,4.17,aromatic,fresh spicy,warm spicy
women,4.17,tobacco,vanilla,sweet
men,4.17,warm spicy,herbal,sweet
unisex,4.17,vanilla,sweet,fresh spicy
men,4.17,fresh spicy,aromatic,warm spicy
women,4.17,vanilla,aromatic,powdery
men,4.17,aromatic,fresh spicy,woody
women,4.17,woody,mossy,leather
women,4.17,green,citrus,aromatic
women,4.17,coconut,sweet,lactonic
women,4.17,fruity,vanilla,white floral
men,4.17,citrus,woody,amber
unisex,4.17,amber,warm spicy,rose
women,4.17,amber,vanilla,powdery
unisex,4.17,citrus,white floral,woody
women,4.17,white floral,floral,green
women,4.17,powdery,violet,floral
men,4.17,aromatic,fresh spicy,woody
men,4.17,citrus,fresh spicy,aromatic
women,4.17,powdery,iris,musky
women,4.17,fruity,sweet,rose
women,4.17,floral,fruity,ozonic
unisex,4.17,citrus,white floral,woody
women,4.17,warm spicy,amber,powdery
women,4.17,citrus,vanilla,white floral
women,4.17,musky,powdery,fruity
men,4.17,citrus,aromatic,earthy
women,4.17,white floral,patchouli,woody
women,4.17,woody,citrus,amber
women,4.17,woody,patchouli,sweet
women,4.17,vanilla,tropical,citrus
unisex,4.17,aromatic,woody,warm spicy
unisex,4.17,musky,vanilla,powdery
men,4.17,citrus,woody,fresh spicy
women,4.17,warm spicy,fruity,white floral
unisex,4.17,amber,woody,balsamic
women,4.17,powdery,vanilla,floral
unisex,4.17,floral,vanilla,sweet
unisex,4.17,warm spicy,honey,amber
women,4.17,floral,powdery,citrus
women,4.17,white floral,citrus,fresh
unisex,4.17,citrus,white floral,woody
women,4.17,rose,floral,citrus
women,4.17,rose,citrus,floral
women,4.17,floral,rose,citrus
men,4.17,citrus,woody,aromatic
men,4.17,woody,aromatic,warm spicy
unisex,4.17,woody,amber,musky
unisex,4.17,fruity,woody,amber
women,4.17,woody,white floral,tuberose
unisex,4.17,tropical,sweet,fresh
women,4.17,amber,powdery,violet
women,4.17,vanilla,citrus,powdery
women,4.17,floral,fruity,fresh
unisex,4.17,woody,aromatic,rose
women,4.17,tobacco,warm spicy,rose
unisex,4.17,white floral,citrus,musky
women,4.17,tropical,white floral,sweet
women,4.17,sweet,floral,woody
unisex,4.17,woody,amber,powdery
unisex,4.17,fruity,woody,rose
unisex,4.17,woody,aromatic,powdery
women,4.17,white floral,sweet,tuberose
unisex,4.17,fresh spicy,aromatic,citrus
women,4.17,woody,floral,powdery
unisex,4.17,aromatic,woody,herbal
unisex,4.17,sweet,nutty,woody
unisex,4.17,citrus,green,white floral
women,4.17,lactonic,powdery,savory
women,4.17,fruity,sweet,vanilla
women,4.17,sweet,powdery,fruity
unisex,4.17,white floral,warm spicy,fresh
unisex,4.17,amber,patchouli,woody
women,4.17,powdery,white floral,sweet
men,4.17,fruity,warm spicy,woody
women,4.17,fruity,floral,fresh
women,4.17,floral,woody,white floral
women,4.17,warm spicy,cinnamon,green
men,4.17,musky,citrus,white floral
men,4.17,warm spicy,white floral,rose
women,4.17,woody,powdery,floral
unisex,4.17,woody,fresh spicy,floral
unisex,4.17,amber,vanilla,aromatic
unisex,4.17,leather,powdery,musky
women,4.17,powdery,iris,amber
women,4.17,vanilla,powdery,floral
women,4.17,amber,vanilla,powdery
men,4.17,woody,fruity,aromatic
unisex,4.17,warm spicy,sweet,amber
men,4.17,aromatic,woody,rose
women,4.17,fruity,floral,sweet
women,4.17,white floral,woody,patchouli
unisex,4.17,amber,warm spicy,balsamic
unisex,4.17,sweet,tropical,citrus
unisex,4.17,citrus,white floral,woody
unisex,4.17,woody,aromatic,green
women,4.17,floral,amber,white floral
unisex,4.17,floral,woody,aromatic
unisex,4.17,woody,patchouli,amber
unisex,4.17,musky,animalic,white floral
men,4.17,aromatic,fresh spicy,woody
men,4.17,violet,powdery,aromatic
unisex,4.17,citrus,woody,fruity
unisex,4.18,aromatic,fresh spicy,woody
unisex,4.18,fresh spicy,citrus,aromatic
men,4.18,warm spicy,woody,iris
unisex,4.18,sweet,fruity,coffee
women,4.18,floral,fruity,sweet
unisex,4.18,lavender,aromatic,fresh spicy
men,4.18,aquatic,woody,ozonic
men,4.18,citrus,fresh,green
women,4.18,vanilla,coconut,sweet
women,4.18,woody,fruity,sweet
women,4.18,green,vanilla,sweet
women,4.18,woody,coconut,floral
unisex,4.18,fresh spicy,musky,citrus
unisex,4.18,musky,woody,leather
unisex,4.18,aromatic,woody,amber
unisex,4.18,industrial glue,brown scotch tape,aldehydic
unisex,4.18,citrus,green,fruity
women,4.18,amber,woody,powdery
men,4.18,aromatic,fresh spicy,marine
women,4.18,citrus,aromatic,fruity
men,4.18,aromatic,fresh spicy,citrus
unisex,4.18,vanilla,sweet,amber
women,4.18,rose,citrus,musky
unisex,4.18,aromatic,amber,fresh spicy
unisex,4.18,sweet,amber,tobacco
women,4.18,fruity,vanilla,powdery
women,4.18,musky,citrus,fruity
men,4.18,citrus,fruity,tropical
women,4.18,fruity,sweet,tropical
women,4.18,earthy,aromatic,woody
women,4.18,white floral,tuberose,animalic
women,4.18,iris,powdery,citrus
unisex,4.18,woody,fresh spicy,aromatic
unisex,4.18,amber,rose,aromatic
men,4.18,amber,warm spicy,aromatic
women,4.18,warm spicy,rose,anis
men,4.18,citrus,woody,warm spicy
women,4.18,floral,musky,honey
unisex,4.18,sweet,honey,vanilla
women,4.18,white floral,citrus,floral
women,4.18,violet,powdery,iris
women,4.18,floral,honey,sweet
women,4.18,woody,powdery,yellow floral
unisex,4.18,powdery,musky,iris
women,4.18,white floral,woody,floral
men,4.18,aromatic,warm spicy,herbal
unisex,4.18,citrus,aromatic,woody
unisex,4.18,fruity,sweet,green
unisex,4.18,floral,fruity,green
men,4.18,citrus,woody,amber
men,4.18,woody,aromatic,amber
women,4.18,white floral,sweet,citrus
unisex,4.18,tropical,aromatic,citrus
unisex,4.18,white floral,oud,musky
women,4.18,white floral,sweet,fruity
women,4.18,sweet,fruity,coconut
men,4.18,warm spicy,woody,fresh spicy
unisex,4.18,white floral,citrus,musky
men,4.18,woody,aromatic,earthy
men,4.18,woody,warm spicy,coffee
men,4.18,aromatic,woody,citrus
women,4.18,white floral,tuberose,fruity
unisex,4.18,musky,amber,woody
men,4.18,citrus,aromatic,woody
men,4.18,amber,warm spicy,citrus
women,4.18,sweet,soft spicy,powdery
women,4.18,floral,sweet,amber
unisex,4.18,vanilla,sweet,aromatic
unisex,4.18,vanilla,sweet,caramel
unisex,4.18,citrus,vanilla,aromatic
unisex,4.18,vanilla,sweet,tobacco
unisex,4.18,vanilla,oud,woody
men,4.18,warm spicy,citrus,amber
women,4.18,powdery,citrus,white floral
unisex,4.18,fresh spicy,caramel,amber
women,4.18,warm spicy,citrus,cinnamon
unisex,4.18,white floral,vanilla,powdery
unisex,4.18,warm spicy,oud,woody
men,4.18,fresh spicy,aromatic,citrus
unisex,4.18,vanilla,sweet,soft spicy
women,4.18,white floral,sweet,fruity
women,4.18,rose,floral,white floral
women,4.18,fruity,sweet,vanilla
women,4.18,yellow floral,sweet,green
men,4.18,warm spicy,fresh spicy,woody
unisex,4.18,citrus,floral,rose
women,4.18,white floral,citrus,sweet
men,4.18,leather,aromatic,fruity
unisex,4.18,woody,warm spicy,rose
men,4.18,vanilla,warm spicy,powdery
men,4.18,warm spicy,oud,leather
women,4.18,rose,floral,woody
women,4.18,powdery,rose,oud
unisex,4.18,woody,amber,musky
women,4.18,citrus,white floral,vanilla
women,4.18,woody,citrus,floral
unisex,4.18,amber,woody,warm spicy
unisex,4.18,sweet,tobacco,warm spicy
unisex,4.18,vanilla,woody,sweet
men,4.18,citrus,aromatic,green
women,4.18,coffee,floral,powdery
women,4.18,amber,vanilla,white floral
women,4.18,white floral,citrus,floral
men,4.18,aromatic,woody,fresh spicy
women,4.18,lavender,fruity,woody
unisex,4.18,amber,oud,woody
unisex,4.18,warm spicy,woody,animalic
women,4.18,citrus,amber,white floral
women,4.18,powdery,violet,woody
men,4.18,amber,woody,warm spicy
men,4.18,aromatic,fresh spicy,warm spicy
women,4.18,fruity,floral,rose
women,4.18,rose,white floral,floral
women,4.18,fruity,mossy,sweet
women,4.18,rose,fruity,coffee
women,4.18,woody,warm spicy,sweet
men,4.18,fresh spicy,citrus,violet
men,4.18,citrus,fresh spicy,leather
women,4.18,woody,powdery,warm spicy
women,4.18,vanilla,powdery,white floral
women,4.18,fruity,citrus,floral
men,4.18,fresh spicy,aromatic,warm spicy
women,4.18,floral,powdery,earthy
women,4.18,floral,citrus,aquatic
women,4.18,aldehydic,amber,fresh
unisex,4.18,aromatic,fresh spicy,citrus
men,4.18,woody,aromatic,leather
women,4.18,fresh,powdery,floral
women,4.18,floral,rose,aromatic
unisex,4.18,powdery,woody,iris
women,4.18,sweet,yellow floral,green
men,4.18,amber,warm spicy,balsamic
unisex,4.18,fruity,woody,green
unisex,4.18,rose,warm spicy,animalic
men,4.18,aromatic,citrus,woody
unisex,4.18,fruity,sweet,tobacco
men,4.18,aromatic,fresh spicy,amber
unisex,4.18,fruity,tobacco,aromatic
women,4.18,aromatic,herbal,warm spicy
unisex,4.18,warm spicy,woody,patchouli
unisex,4.18,green,herbal,animalic
unisex,4.18,woody,citrus,warm spicy
unisex,4.18,citrus,woody,fruity
unisex,4.18,sweet,fruity,amber
unisex,4.18,woody,amber,warm spicy
women,4.18,citrus,fresh spicy,floral
women,4.18,vanilla,powdery,warm spicy
men,4.18,aromatic,citrus,fresh spicy
women,4.18,powdery,violet,floral
women,4.18,white floral,woody,citrus
men,4.18,amber,citrus,woody
men,4.18,citrus,musky,fruity
women,4.18,floral,fruity,woody
unisex,4.18,woody,rose,fresh spicy
unisex,4.18,oud,fresh spicy,amber
unisex,4.18,citrus,aromatic,fresh spicy
unisex,4.18,sweet,powdery,woody
men,4.18,amber,woody,citrus
unisex,4.18,sweet,white floral,honey
unisex,4.18,amber,warm spicy,sweet
women,4.18,powdery,floral,violet
women,4.18,floral,fruity,fresh
women,4.18,floral,powdery,vanilla
women,4.18,fruity,sweet,woody
unisex,4.18,marine,aquatic,aromatic
unisex,4.18,cherry,sweet,woody
women,4.18,floral,sweet,musky
women,4.18,floral,powdery,violet
women,4.18,vanilla,fruity,citrus
women,4.18,sweet,vanilla,fruity
women,4.18,citrus,aromatic,
women,4.18,vanilla,powdery,musky
unisex,4.18,white floral,yellow floral,amber
unisex,4.18,woody,floral,powdery
women,4.18,warm spicy,woody,powdery
men,4.18,woody,aromatic,fresh spicy
women,4.18,woody,green,aromatic
unisex,4.18,yellow floral,powdery,floral
men,4.18,woody,warm spicy,amber
men,4.18,aromatic,woody,vanilla
unisex,4.18,warm spicy,amber,vanilla
unisex,4.18,leather,amber,smoky
unisex,4.18,warm spicy,sweet,woody
men,4.18,aromatic,green,lavender
women,4.18,vanilla,caramel,sweet
unisex,4.18,warm spicy,vanilla,powdery
unisex,4.18,amber,woody,warm spicy
unisex,4.18,musky,aldehydic,ozonic
women,4.18,vanilla,amber,powdery
women,4.18,yellow floral,green,powdery
unisex,4.18,woody,fresh spicy,fruity
unisex,4.18,woody,warm spicy,oud
women,4.18,white floral,woody,animalic
men,4.18,woody,aromatic,citrus
unisex,4.18,warm spicy,tobacco,sweet
women,4.18,warm spicy,powdery,cinnamon
women,4.18,warm spicy,fruity,fresh spicy
women,4.18,powdery,sweet,fruity
unisex,4.18,citrus,aromatic,fresh spicy
men,4.18,musky,amber,aromatic
unisex,4.18,vanilla,sweet,caramel
unisex,4.18,vanilla,powdery,fruity
unisex,4.18,woody,musky,aromatic
men,4.18,animalic,green,vanilla
men,4.18,sweet,honey,tobacco
unisex,4.18,amber,rose,powdery
men,4.18,white floral,amber,sweet
unisex,4.18,woody,warm spicy,amber
unisex,4.18,woody,leather,smoky
unisex,4.18,vanilla,sweet,caramel
women,4.18,aquatic,citrus,woody
unisex,4.18,warm spicy,woody,fresh spicy
unisex,4.18,warm spicy,musky,rose
unisex,4.18,citrus,aromatic,fresh spicy
unisex,4.18,woody,amber,fresh spicy
unisex,4.18,sweet,honey,warm spicy
unisex,4.18,citrus,woody,musky
unisex,4.18,warm spicy,vanilla,chocolate
women,4.18,fruity,tropical,sweet
women,4.18,fresh spicy,warm spicy,aromatic
men,4.18,aromatic,sweet,green
women,4.18,sweet,powdery,white floral
unisex,4.18,aromatic,citrus,woody
unisex,4.18,aromatic,citrus,fresh spicy
women,4.18,musky,powdery,rose
men,4.18,warm spicy,vanilla,cinnamon
women,4.18,fruity,sweet,vanilla
women,4.18,white floral,woody,warm spicy
women,4.18,citrus,white floral,fresh
women,4.18,white floral,musky,powdery
unisex,4.18,yellow floral,sweet,amber
unisex,4.18,woody,warm spicy,fresh spicy
unisex,4.18,fresh spicy,white floral,aromatic
women,4.18,amber,rose,white floral
women,4.18,white floral,green,floral
women,4.18,powdery,floral,yellow floral
unisex,4.18,amber,woody,balsamic
unisex,4.18,amber,woody,warm spicy
women,4.18,fruity,woody,sweet
unisex,4.18,vanilla,sweet,chocolate
unisex,4.18,citrus,floral,iris
unisex,4.18,citrus,woody,lavender
men,4.18,aromatic,woody,amber
unisex,4.18,sweet,powdery,musky
unisex,4.18,amber,warm spicy,floral
unisex,4.18,vanilla,fresh spicy,powdery
women,4.18,aromatic,amber,woody
women,4.18,floral,powdery,sweet
men,4.18,warm spicy,amber,balsamic
women,4.18,white floral,cherry,vanilla
men,4.18,oud,honey,sweet
women,4.18,yellow floral,sweet,vanilla
unisex,4.18,citrus,woody,patchouli
unisex,4.19,woody,amber,warm spicy
men,4.19,citrus,woody,aromatic
men,4.19,woody,musky,oud
men,4.19,aromatic,fresh spicy,citrus
women,4.19,citrus,musky,white floral
women,4.19,woody,white floral,sweet
men,4.19,rose,woody,warm spicy
men,4.19,citrus,green,warm spicy
men,4.19,citrus,aromatic,fresh spicy
women,4.19,citrus,white floral,fruity
unisex,4.19,warm spicy,lavender,woody
unisex,4.19,warm spicy,woody,oud
women,4.19,citrus,floral,white floral
women,4.19,floral,rose,fresh
women,4.19,fruity,woody,vanilla
unisex,4.19,woody,oud,warm spicy
unisex,4.19,fresh spicy,woody,aromatic
women,4.19,citrus,fruity,aromatic
unisex,4.19,citrus,woody,amber
unisex,4.19,citrus,lavender,woody
men,4.19,citrus,warm spicy,aromatic
unisex,4.19,woody,sweet,fruity
unisex,4.19,warm spicy,amber,oud
women,4.19,white floral,tuberose,patchouli
women,4.19,amber,patchouli,rose
women,4.19,citrus,vanilla,warm spicy
men,4.19,fresh spicy,citrus,amber
unisex,4.19,warm spicy,woody,green
women,4.19,rose,fruity,fresh spicy
women,4.19,warm spicy,powdery,woody
men,4.19,aromatic,citrus,green
women,4.19,white floral,vanilla,citrus
women,4.19,coconut,white floral,sweet
unisex,4.19,woody,earthy,rose
men,4.19,anis,citrus,woody
women,4.19,vanilla,fruity,citrus
women,4.19,woody,citrus,fruity
women,4.19,woody,green,aromatic
men,4.19,warm spicy,cinnamon,fresh spicy
women,4.19,citrus,fresh,floral
unisex,4.19,warm spicy,vanilla,amber
women,4.19,powdery,fruity,violet
unisex,4.19,iris,powdery,warm spicy
men,4.19,warm spicy,woody,citrus
men,4.19,aromatic,citrus,woody
women,4.19,woody,citrus,aromatic
women,4.19,woody,amber,fresh spicy
men,4.19,woody,aromatic,fresh spicy
women,4.19,warm spicy,white floral,rose
women,4.19,vanilla,sweet,fruity
women,4.19,caramel,vanilla,white floral
women,4.19,sweet,woody,amber
unisex,4.19,floral,vanilla,sweet
unisex,4.19,sweet,amber,vanilla
women,4.19,floral,fresh,vanilla
women,4.19,amber,smoky,warm spicy
women,4.19,citrus,cinnamon,warm spicy
men,4.19,woody,earthy,aromatic
men,4.19,woody,aromatic,citrus
unisex,4.19,citrus,white floral,fresh
unisex,4.19,citrus,amber,woody
unisex,4.19,aromatic,fruity,sweet
unisex,4.19,vanilla,almond,floral
unisex,4.19,oud,warm spicy,fresh spicy
women,4.19,white floral,powdery,sweet
men,4.19,woody,citrus,aromatic
unisex,4.19,vanilla,citrus,amber
women,4.19,powdery,sweet,musky
unisex,4.19,floral,rose,woody
women,4.19,vanilla,powdery,iris
women,4.19,white floral,powdery,floral
unisex,4.19,woody,smoky,amber
women,4.19,sweet,warm spicy,patchouli
unisex,4.19,amber,fresh spicy,woody
women,4.19,white floral,musky,citrus
women,4.19,rose,floral,citrus
women,4.19,citrus,aromatic,green
women,4.19,sweet,fruity,woody
men,4.19,citrus,aromatic,fresh spicy
women,4.19,sweet,citrus,caramel
unisex,4.19,fresh spicy,caramel,warm spicy
unisex,4.19,aromatic,fresh spicy,lavender
women,4.19,citrus,white floral,fresh
women,4.19,white floral,fruity,musky
women,4.19,fruity,woody,powdery
men,4.19,aromatic,fresh spicy,green
unisex,4.19,woody,warm spicy,aromatic
unisex,4.19,warm spicy,leather,smoky
men,4.19,aromatic,fresh spicy,citrus
men,4.19,aromatic,fresh spicy,woody
men,4.19,woody,oud,cinnamon
men,4.19,woody,aromatic,citrus
unisex,4.19,woody,warm spicy,aromatic
unisex,4.19,fruity,woody,leather
women,4.19,amber,woody,warm spicy
men,4.19,amber,oud,smoky
women,4.19,fruity,powdery,sweet
women,4.19,fruity,sweet,floral
women,4.19,woody,caramel,vanilla
women,4.19,fruity,sweet,citrus
unisex,4.19,aromatic,fresh spicy,citrus
unisex,4.19,woody,white floral,aromatic
unisex,4.19,honey,oud,powdery
women,4.19,amber,citrus,woody
unisex,4.19,woody,warm spicy,oud
women,4.19,rose,floral,fresh
women,4.19,vanilla,powdery,sweet
men,4.19,citrus,ozonic,aquatic
women,4.19,white floral,tuberose,citrus
men,4.19,warm spicy,aromatic,vanilla
men,4.19,citrus,woody,fresh spicy
women,4.19,rose,citrus,floral
men,4.19,woody,iris,powdery
men,4.19,iris,woody,powdery
men,4.19,vanilla,rose,amber
men,4.19,iris,powdery,leather
women,4.19,woody,white floral,powdery
men,4.19,warm spicy,fresh spicy,woody
women,4.19,patchouli,floral,woody
unisex,4.19,amber,warm spicy,woody
men,4.19,aromatic,citrus,fresh spicy
unisex,4.19,amber,warm spicy,aldehydic
unisex,4.19,musky,oud,aromatic
unisex,4.19,amber,warm spicy,fresh spicy
women,4.19,fruity,woody,floral
men,4.19,amber,warm spicy,woody
men,4.19,aromatic,woody,fresh spicy
women,4.19,fruity,patchouli,herbal
unisex,4.19,woody,aromatic,fresh spicy
men,4.19,woody,warm spicy,citrus
women,4.19,white floral,powdery,amber
men,4.19,warm spicy,whiskey,woody
men,4.19,floral,woody,citrus
men,4.19,woody,powdery,aromatic
women,4.19,fruity,vanilla,sweet
unisex,4.19,warm spicy,rose,metallic
men,4.19,vanilla,aromatic,fruity
men,4.19,musky,fresh spicy,warm spicy
unisex,4.19,amber,warm spicy,smoky
unisex,4.19,rose,warm spicy,powdery
unisex,4.19,warm spicy,woody,vanilla
men,4.19,aromatic,fresh spicy,woody
men,4.19,aromatic,fresh spicy,citrus
unisex,4.19,warm spicy,woody,cinnamon
unisex,4.19,warm spicy,woody,amber
unisex,4.19,white floral,floral,green
women,4.19,fruity,sweet,powdery
men,4.19,woody,violet,sweet
unisex,4.19,vanilla,sweet,powdery
unisex,4.19,fruity,oud,powdery
women,4.19,fruity,woody,sweet
unisex,4.19,citrus,floral,woody
unisex,4.19,warm spicy,leather,tobacco
unisex,4.19,white floral,warm spicy,woody
unisex,4.19,citrus,aromatic,fresh spicy
unisex,4.19,rose,warm spicy,floral
unisex,4.19,warm spicy,woody,powdery
unisex,4.19,vanilla,almond,sweet
men,4.19,woody,cinnamon,warm spicy
men,4.19,aromatic,woody,fresh spicy
unisex,4.19,warm spicy,woody,coffee
unisex,4.19,woody,warm spicy,amber
unisex,4.19,vanilla,sweet,almond
unisex,4.19,warm spicy,amber,woody
unisex,4.19,amber,rose,warm spicy
unisex,4.19,woody,fresh spicy,warm spicy
unisex,4.19,warm spicy,woody,amber
unisex,4.19,citrus,warm spicy,fresh
men,4.19,citrus,warm spicy,woody
men,4.19,citrus,aromatic,fresh spicy
men,4.19,woody,aromatic,citrus
women,4.19,rose,fruity,citrus
women,4.19,sweet,fruity,white floral
women,4.19,earthy,woody,tuberose
unisex,4.19,citrus,fresh spicy,amber
women,4.19,warm spicy,woody,amber
unisex,4.19,amber,vanilla,sweet
men,4.19,woody,musky,aromatic
women,4.19,sweet,fruity,white floral
